GENESIS-Tabelle: Temporär
Bevölkerung: Bundesländer, Stichtag, Geschlecht, Altersjahre;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;
;;Niedersachsen;Niedersachsen;Nordrhein-Westfalen;Nordrhein-Westfalen;Rheinland-Pfalz;Rheinland-Pfalz;Saarland;Saarland;Sachsen;Sachsen;Sachsen-Anhalt;Sachsen-Anhalt;Schleswig-Holstein;Schleswig-Holstein;Thüringen;Thüringen
;;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt;weiblich;Insgesamt
31.12.2009;86-Jährige;20928;29171;45916;63370;10951;15349;3241;4466;12917;17192;6694;8811;7454;10459;6075;8140
31.12.2009;87-Jährige;19810;27184;42446;58367;10073;13986;2776;3703;12325;16422;6220;8174;6982;9603;5609;7430
31.12.2009;88-Jährige;18084;24617;38304;51320;8996;12222;2325;3124;12034;15740;5698;7399;6627;9002;5299;6812
31.12.2009;89-Jährige;15096;20272;31365;41708;7227;9815;1780;2353;10621;13594;4890;6221;5724;7662;4276;5517
31.12.2009;90 Jahre und mehr;40425;55304;82365;109868;20695;29205;4776;6411;23585;28697;11166;13731;15470;21422;9686;12145
31.12.2009;Insgesamt;4034188;7928815;9153069;17872763;2042010;4012675;524980;1022585;2129281;4168732;1202470;2356219;1444978;2832027;1139168;2249882
31.12.2010;unter 1 Jahr;30728;63192;71540;146941;15393;31604;3516;7064;17179;35065;8530;17323;11082;22622;8622;17539
31.12.2010;1-Jährige;30597;63045;71171;145733;15155;31153;3446;6963;16532;34233;8321;17186;10882;22526;8378;16955
31.12.2010;2-Jährige;32122;65818;73686;151417;15888;32750;3480;7209;16843;34579;8669;17743;11546;23461;8568;17508
31.12.2010;3-Jährige;32163;66409;73879;151652;15926;32879;3543;7242;16433;33855;8436;17296;11546;23949;8220;17080
31.12.2010;4-Jährige;32142;66341;73349;150615;15595;32306;3410;7202;15809;32440;7947;16649;11467;23736;7853;16295
31.12.2010;5-Jährige;33310;68270;74620;153856;16162;33174;3654;7480;15855;32382;8320;16830;11773;24087;8057;16539
31.12.2010;6-Jährige;35051;71546;77068;158190;16439;34164;3695;7674;16094;32915;8103;16852;12261;25355;8270;16998
31.12.2010;7-Jährige;35244;72026;77819;159969;16926;34859;3709;7643;15575;31804;7916;16401;12438;25542;8184;16625
31.12.2010;8-Jährige;36466;74947;79975;164132;17343;35648;3906;8024;15398;31273;8180;16966;12869;26217;8106;16604
31.12.2010;9-Jährige;38130;77993;82292;168830;17803;36870;4078;8305;15210;31389;8343;17174;13317;27181;8310;16924
31.12.2010;10-Jährige;39895;82082;86559;177197;19063;39140;4305;8706;15753;32190;8456;17598;14132;28803;8307;16904
31.12.2010;11-Jährige;40316;82987;87069;178399;19326;39518;4537;9083;14804;30460;8085;16869;14333;29347;7787;16262
31.12.2010;12-Jährige;41762;85903;89704;184365;20119;41126;4473;9196;14179;29099;8001;16284;14631;29864;7884;16109
31.12.2010;13-Jährige;43769;89593;93970;192780;20996;43076;4911;9987;13767;28078;7704;15943;15032;31262;7851;16045
31.12.2010;14-Jährige;42630;87877;93085;190953;20437;42446;4975;10151;12918;26406;7395;15130;15145;31070;7231;14743
31.12.2010;15-Jährige;41923;85665;91212;186878;20382;41647;4812;9808;11586;23710;6700;13927;14544;29909;6481;13578
31.12.2010;16-Jährige;42662;87497;93438;191993;20882;42933;5111;10307;11133;22956;6630;13641;14619;30204;6206;12633
31.12.2010;17-Jährige;44212;91201;98061;200910;21796;45159;5257;10884;11397;23568;6831;13991;15206;31133;6455;13267
31.12.2010;18-Jährige;44935;92196;100540;206823;22849;46239;5541;11272;12369;25426;7484;15531;15504;31719;7117;14494
31.12.2010;19-Jährige;44961;92846;103690;212368;23141;47427;5584;11572;15078;31225;8859;18335;15675;32412;8339;17066
31.12.2010;20-Jährige;45843;95105;106715;218915;23987;49353;5870;12116;23518;48401;13454;28348;16108;33198;12802;26395
31.12.2010;21-Jährige;44336;91827;105214;214280;23648;48286;5707;11745;24779;51711;14001;29540;15627;32035;13323;27749
31.12.2010;22-Jährige;45360;93876;108070;220067;24511;49914;5885;12011;25561;53721;14416;30717;15766;32520;14117;29543
31.12.2010;23-Jährige;44012;90978;106137;216468;23963;48508;5806;11939;26347;55475;14383;30718;15206;31286;14124;29947
31.12.2010;24-Jährige;43192;89332;105500;213829;23479;47648;5873;12031;25621;53697;13577;29225;15114;30532;13382;28832
31.12.2010;25-Jährige;42057;85919;102015;205829;22050;45071;5559;11362;25361;54052;13269;28694;14465;29140;13070;28331
31.12.2010;26-Jährige;41367;84988;101991;205956;22351;45269;5526;11355;25271;53307;13055;28300;14280;28972;12957;28141
31.12.2010;27-Jährige;42251;86252;103561;208276;22106;44918;5556;11498;25211;53394;12757;28021;14562;29319;12680;27705
31.12.2010;28-Jährige;43860;88709;105930;213969;22961;46353;5697;11774;25184;54024;12546;27444;15144;30222;12915;28356
31.12.2010;29-Jährige;43860;88821;106333;212943;22910;46096;5636;11667;24282;52138;12278;27063;15295;30456;12702;27436
31.12.2010;30-Jährige;44654;89725;107038;214535;22986;45583;5686;11757;24958;53258;12424;27163;15600;30878;12753;27968
31.12.2010;31-Jährige;42741;86210;101781;203367;21792;43756;5530;11020;23832;51549;11721;25743;14902;29481;12315;26895
31.12.2010;32-Jährige;42632;85727;100807;201196;21698;43180;5360;10747;23886;51308;11886;25760;15058;29898;11863;25756
31.12.2010;33-Jährige;42505;85465;100880;201852;21642;42842;5268;10659;23183;50068;11493;24723;15132;30064;11680;25335
31.12.2010;34-Jährige;43185;86867;102227;203612;21320;42714;5095;10374;20904;44444;10401;22269;15367;30505;10555;22668
31.12.2010;35-Jährige;42325;85333;99614;198882;21238;42217;4971;10201;19745;42340;9834;21153;14991;30141;9870;21748
31.12.2010;36-Jährige;44075;87949;101762;202154;21653;43167;5120;10425;19397;41898;10161;21420;15357;30950;10251;22547
31.12.2010;37-Jährige;45136;90213;102864;205283;22264;44403;5196;10411;19801;42507;10555;22617;15948;31819;10791;23345
31.12.2010;38-Jährige;49929;100247;112745;226002;24542;48948;5756;11517;21828;46837;12376;26092;17716;35645;11948;26227
31.12.2010;39-Jährige;54973;110112;123193;247005;26903;53807;6486;12899;26040;55429;14840;31423;20032;40404;13905;29923
31.12.2010;40-Jährige;58262;117200;129150;260723;28133;56985;6581;13322;26395;56034;15347;32026;21010;42971;14651;31048
31.12.2010;41-Jährige;62829;127117;140997;285256;30588;62044;7494;15018;26799;56366;16106;33296;23126;47542;15052;31697
31.12.2010;42-Jährige;65612;133555;147733;298635;32032;65138;7866;15889;27532;57897;16467;34291;24761;50571;15382;32173
31.12.2010;43-Jährige;67828;137081;150899;305571;32907;66853;8154;16520;28615;59933;17387;35749;25411;52226;16096;33273
31.12.2010;44-Jährige;68453;139947;153680;311918;33589;68838;8418;17063;30723;63434;18233;37497;25303;52090;17201;35771
31.12.2010;45-Jährige;67569;138688;153493;312342;33860;69335;8830;17470;31933;66284;19118;39292;24945;50915;17901;36965
31.12.2010;46-Jährige;67958;138881;155329;316350;34591;70721;9108;17985;33695;69133;20219;41091;24957;51077;18976;39041
31.12.2010;47-Jährige;67528;137918;153039;311100;34762;71056;9048;18154;33817;69961;20805;42688;24396;49447;19458;39966
31.12.2010;48-Jährige;65831;133264;147969;299476;33988;68984;8960;17857;33327;68962;20798;42045;23608;47547;19342;39650
31.12.2010;49-Jährige;64877;131471;146430;294372;33986;68776;8910;18104;33767;68893;20672;42136;23177;46371;19959;40717
31.12.2010;50-Jährige;63225;127630;144207;290213;33650;67491;8823;17458;32260;66022;20023;40744;22212;44282;18986;38820
31.12.2010;51-Jährige;60981;123077;140195;281109;32277;65367;8689;17691;32293;65549;19884;40038;21531;42825;19049;38802
31.12.2010;52-Jährige;57580;116469;133853;268770;30701;62004;8482;17160;30018;60651;18686;37694;20238;40396;17766;36102
31.12.2010;53-Jährige;57019;114466;131119;263457;30440;61787;8205;16582;30025;60434;18615;37246;20158;39612;17756;36056
31.12.2010;54-Jährige;54795;110439;127271;254747;29451;59426;8021;16140;30477;61471;19097;37691;18966;37499;18181;36777
31.12.2010;55-Jährige;52860;106290;123533;245150;28721;57661;7661;15381;31790;63578;19179;38716;18460;36508;18428;37011
31.12.2010;56-Jährige;52662;104545;122464;241286;28350;56980;7757;15484;31752;63078;18921;38071;18478;36387;18193;36444
31.12.2010;57-Jährige;50720;100738;117122;229531;27629;55168;7624;15138;32090;63540;19323;38202;17671;35002;18091;36367
31.12.2010;58-Jährige;51363;102115;116935;228672;27404;55033;7392;14850;32372;64483;19221;38038;17884;35139;17851;35790
31.12.2010;59-Jährige;50507;100718;112863;220382;26802;53849;7319;14455;33589;66055;18539;36338;17730;35025;17893;35754
31.12.2010;60-Jährige;50920;101677;113307;221927;27144;54502;7415;14812;32172;63263;18121;35768;18195;35641;17256;34003
31.12.2010;61-Jährige;50140;100280;111887;219890;26540;53075;7459;15039;28309;55496;16431;31871;18044;35556;15156;30277
31.12.2010;62-Jährige;46623;93147;103227;202126;22895;45882;6592;13128;22797;44466;13875;26995;17894;35035;13346;26279
31.12.2010;63-Jährige;43181;85218;95149;186086;20562;40828;5387;10629;23278;44474;13649;26299;16717;32856;12716;24965
31.12.2010;64-Jährige;40644;79974;87674;170302;18338;36512;4474;8665;17325;33441;11042;21409;15774;30744;10784;20680
31.12.2010;65-Jährige;32217;63354;75437;144665;15767;30754;4143;8030;20881;39574;11326;21638;13364;25574;10112;19404
31.12.2010;66-Jährige;43502;84389;96536;185287;20547;40125;5700;10911;30226;57423;15945;30310;17395;33770;14645;28158
31.12.2010;67-Jährige;44450;87136;96909;185672;20431;39947;5542;10572;30006;56659;16419;31236;17999;35086;14765;28354
31.12.2010;68-Jährige;43409;84899;95010;181387;20114;39097;5546;10440;28048;52397;16534;30928;17434;33896;14089;26529
31.12.2010;69-Jährige;53006;102523;112876;214226;25326;48358;7084;13287;34964;65031;20019;37572;20872;40578;18106;33918
31.12.2010;70-Jährige;55623;106629;122191;230211;27791;52381;7466;13886;35831;66563;20553;38471;21058;40788;19629;36287
31.12.2010;71-Jährige;54592;103772;119802;223853;26918;51170;7710;14068;35247;64762;20155;37206;20901;40041;18930;35122
31.12.2010;72-Jährige;52018;98318;113521;210663;25225;47591;7076;13069;32004;58645;18339;33261;19587;37332;16536;30492
31.12.2010;73-Jährige;47576;89450;106926;196343;23631;44207;7181;12829;29343;53139;17096;30802;17829;33916;15367;27681
31.12.2010;74-Jährige;45882;84628;103061;187655;23253;42890;7142;12707;28886;51518;16665;29397;16979;31751;14987;26651
31.12.2010;75-Jährige;43300;79217;98983;178259;21982;40136;6270;11262;28168;50420;16083;27944;16054;29457;14431;25240
31.12.2010;76-Jährige;39506;71276;91962;164036;20091;36431;5499;9692;26038;45666;14881;25528;14331;26188;13195;22974
31.12.2010;77-Jährige;31024;54646;71932;126486;16287;28990;4606;8186;20253;34891;11822;19947;10739;19206;10303;17680
31.12.2010;78-Jährige;30971;53357;70788;123413;15992;28251;4756;8200;19614;33292;11477;19223;10434;18148;10256;17296
31.12.2010;79-Jährige;30962;52832;71060;121215;16252;28005;4741;8006;20152;33447;11300;18667;10423;17802;10083;16585
31.12.2010;80-Jährige;32005;53534;73687;124365;16661;28239;4523;7737;21389;34771;11773;18698;10553;17752;10679;17141
31.12.2010;81-Jährige;29729;49082;69051;114099;15829;26274;4380;7147;20551;32681;10962;17013;10057;16668;9912;15503
31.12.2010;82-Jährige;28848;47021;66114;107740;15093;24960;4159;6685;18959;29517;10448;15908;9806;16053;9472;14575
31.12.2010;83-Jährige;26821;42453;60340;94693;13838;22166;3876;6016;16844;25195;9057;13399;8973;13942;8375;12470
31.12.2010;84-Jährige;25146;38277;56787;85722;13472;20436;3566;5387;16632;23629;8402;11909;8566;12859;8040;11383
31.12.2010;85-Jährige;24498;35747;53553;77515;12628;18548;3384;4822;14998;20760;7764;10706;8426;12301;7173;10016
31.12.2010;86-Jährige;21451;30155;47825;66684;11261;15690;3178;4403;12687;17088;6714;8966;7431;10577;6364;8421
31.12.2010;87-Jährige;18839;26025;41084;56199;9741;13553;2883;3948;11597;15297;5903;7683;6709;9344;5417;7185
31.12.2010;88-Jährige;17526;23840;37497;51059;8843;12159;2453;3250;10876;14374;5474;7121;6217;8485;4913;6441
31.12.2010;89-Jährige;15664;21157;33207;44140;7786;10481;2039;2696;10452;13555;4832;6218;5754;7774;4595;5842
31.12.2010;90 Jahre und mehr;44689;61582;90528;121755;22915;32460;5263;7057;27430;33674;12850;15922;17138;23843;11259;14234
31.12.2010;Insgesamt;4024532;7918293;9133296;17845154;2036639;4003745;522361;1017567;2117847;4149477;1190888;2335006;1445347;2834259;1131332;2235025
31.12.2011;unter 1 Jahr;29641;60823;69173;141700;15154;31075;3383;7027;16656;34248;8077;16639;10428;21300;8362;17028
31.12.2011;1-Jährige;30941;63621;71446;146841;15583;32097;3508;7085;17078;34848;8432;17119;11145;22783;8626;17567
31.12.2011;2-Jährige;30669;63311;70754;145119;15337;31519;3418;6937;16445;33995;8227;16997;10883;22546;8369;16944
31.12.2011;3-Jährige;32099;65874;73311;150689;16006;33017;3485;7221;16766;34362;8551;17535;11564;23477;8514;17466
31.12.2011;4-Jährige;32207;66526;73447;150890;16080;33196;3524;7225;16339;33596;8332;17078;11515;23843;8184;17066
31.12.2011;5-Jährige;32155;66371;73049;150047;15677;32431;3382;7176;15702;32179;7823;16426;11441;23679;7789;16208
31.12.2011;6-Jährige;33166;68115;74132;152735;16201;33303;3651;7451;15727;32137;8203;16575;11675;23916;8012;16453
31.12.2011;7-Jährige;34894;71284;76692;157532;16538;34329;3662;7642;15961;32611;8011;16628;12249;25235;8226;16978
31.12.2011;8-Jährige;35101;71746;77287;159105;17038;35003;3677;7590;15463;31503;7802;16170;12441;25491;8124;16545
31.12.2011;9-Jährige;36381;74709;79369;163126;17430;35758;3852;7980;15292;30962;8042;16705;12808;26177;8065;16527
31.12.2011;10-Jährige;37938;77605;81559;167729;17943;37044;3989;8258;15056;31051;8191;16898;13316;27155;8239;16819
31.12.2011;11-Jährige;39717;81713;85547;175738;19143;39249;4222;8671;15578;31906;8303;17286;14113;28779;8230;16846
31.12.2011;12-Jährige;40193;82573;86417;176995;19503;39744;4496;9026;14692;30195;7955;16592;14361;29434;7769;16216
31.12.2011;13-Jährige;41754;85481;88947;182923;20339;41467;4438;9143;14065;28797;7891;16040;14618;29847;7835;15987
31.12.2011;14-Jährige;43622;89089;92988;190965;21187;43442;4880;9922;13678;27830;7612;15718;15017;31126;7806;15932
31.12.2011;15-Jährige;42428;87341;92267;189257;20668;42656;4901;10031;12821;26163;7276;14938;15093;30917;7250;14737
31.12.2011;16-Jährige;41630;85159;90306;185100;20526;41942;4738;9760;11528;23591;6600;13684;14403;29642;6444;13491
31.12.2011;17-Jährige;42406;86764;92636;190034;21055;43234;5056;10228;11000;22659;6528;13411;14472;29881;6179;12626
31.12.2011;18-Jährige;43088;88749;96914;198235;21961;45504;5170;10699;11468;23575;6624;13601;15026;30890;6345;13129
31.12.2011;19-Jährige;42690;87564;98153;200850;22593;46023;5345;10910;12675;25924;7435;15341;15183;30912;7080;14440
31.12.2011;20-Jährige;42877;88337;101034;205678;22963;47084;5469;11309;15614;32012;8765;18101;15005;31041;8412;17234
31.12.2011;21-Jährige;44066;91164;104673;213043;24040;49368;5673;11721;23300;48109;12960;27340;15473;31775;12587;26232
31.12.2011;22-Jährige;42632;88231;102965;208409;23585;48167;5530;11393;24179;50761;13261;28027;14991;30598;12973;27109
31.12.2011;23-Jährige;43873;90582;105852;214534;24243;49558;5666;11662;24927;52560;13747;29245;15241;31424;13609;28701
31.12.2011;24-Jährige;42713;88227;104235;211343;23600;47860;5682;11653;25588;54006;13642;28946;14855;30517;13511;28929
31.12.2011;25-Jährige;42054;86455;104037;209217;23261;47324;5658;11671;24740;51777;12827;27642;14684;29588;12824;27782
31.12.2011;26-Jährige;41006;82961;100257;201180;21730;44555;5297;10949;24326;51950;12418;26825;14130;28217;12510;27088
31.12.2011;27-Jährige;40309;82358;100529;201810;21993;44806;5350;10998;24222;51134;12421;26753;14055;28237;12391;27020
31.12.2011;28-Jährige;41369;83588;101785;203699;21887;44538;5366;11099;24341;51591;12358;26925;14359;28534;12442;26888
31.12.2011;29-Jährige;42641;85745;104642;209772;22759;46123;5522;11334;24398;52213;12083;26253;15066;29677;12558;27463
31.12.2011;30-Jährige;43120;86143;105194;208943;23006;46134;5434;11207;23561;50503;11965;26094;15211;29932;12286;26595
31.12.2011;31-Jährige;43768;86811;105583;209362;22862;45269;5485;11139;24371;51693;12224;26388;15641;30455;12462;27089
31.12.2011;32-Jährige;42187;83784;100976;199613;21770;43537;5304;10477;23184;49814;11652;25204;15012;29210;11992;25973
31.12.2011;33-Jährige;42020;83608;100132;197949;21616;43010;5207;10299;23451;49899;11826;25324;15081;29553;11637;24963
31.12.2011;34-Jährige;42019;83613;99953;198919;21748;42812;5249;10359;22784;48726;11372;24290;15199;29696;11512;24596
31.12.2011;35-Jährige;42715;84723;101252;200389;21333;42391;4994;9978;20516;43406;10149;21736;15500;30113;10328;21995
31.12.2011;36-Jährige;41568;83185;98722;195638;21188;41957;4790;9672;19403;41301;9628;20701;15090;29477;9745;21091
31.12.2011;37-Jährige;43683;86440;100877;199093;21700;42664;5045;10003;19083;40924;10134;21363;15336;30196;10155;21873
31.12.2011;38-Jährige;44743;88649;102151;202562;22217;43951;5081;10068;19412;41525;10494;22405;16027;31389;10577;22645
31.12.2011;39-Jährige;48902;97529;110695;220195;24436;48044;5619;11084;21367;45757;12277;25820;17595;34441;11809;25587
31.12.2011;40-Jährige;54316;107803;121844;242219;26741;53114;6353;12467;25178;53728;14523;30754;19854;39063;13523;28967
31.12.2011;41-Jährige;57105;113810;127109;254109;28069;55887;6439;12877;25439;53786;15000;31025;20658;41018;14117;29625
31.12.2011;42-Jährige;61851;123978;139252;279560;30480;61035;7322;14509;25879;54184;15592;32253;23060;45866;14416;30096
31.12.2011;43-Jährige;64764;130670;145963;293287;32205;64791;7808;15540;26677;55527;16054;33252;24680;49044;14875;30660
31.12.2011;44-Jährige;67387;135268;149677;301550;33479;66880;8079;16194;27672;57595;17024;34889;25508;51069;15618;31885
31.12.2011;45-Jährige;68573;138474;153494;309902;34452;69770;8438;16936;29809;61113;17778;36436;25912;51685;16702;34325
31.12.2011;46-Jährige;67702;137365;152860;309060;34752;70079;8808;17317;30997;63818;18719;38174;25573;50785;17491;35531
31.12.2011;47-Jährige;68656;138404;155134;313802;35560;71940;9096;17933;32812;66664;19769;40004;25643;51513;18481;37605
31.12.2011;48-Jährige;67615;136758;152483;308119;35490;72113;9031;17992;33107;67732;20392;41508;25050;50007;19076;38621
31.12.2011;49-Jährige;65889;132415;146946;296105;34973;70286;8975;17939;32612;66684;20401;41054;23986;47897;18903;38260
31.12.2011;50-Jährige;64940;130927;145669;291566;34841;70093;8976;18235;33041;66679;20282;41154;23555;46823;19598;39568
31.12.2011;51-Jährige;62420;125593;142506;285006;34067;67932;8788;17539;31674;64138;19781;40108;22403;44557;18639;37747
31.12.2011;52-Jährige;60762;122217;139424;278460;32657;65895;8745;17845;31700;63720;19617;39284;21880;43431;18704;37812
31.12.2011;53-Jährige;57174;115052;132370;264714;31161;62420;8503;17146;29545;59047;18378;36975;20477;40811;17440;35160
31.12.2011;54-Jährige;56585;113186;129612;259243;30759;61957;8165;16540;29506;58905;18353;36551;20367;39820;17471;35147
31.12.2011;55-Jährige;54256;108760;125535;250039;29695;59494;8005;15976;29996;59919;18854;37046;19145;37756;17882;35902
31.12.2011;56-Jährige;52424;104848;122091;240707;28936;57648;7624;15213;31278;62061;18928;38014;18678;36752;18126;36121
31.12.2011;57-Jährige;52083;102768;120593;236315;28527;56737;7770;15413;31237;61421;18663;37365;18675;36453;17903;35569
31.12.2011;58-Jährige;50362;99325;115588;225203;27805;55100;7594;15025;31582;61980;19034;37463;17780;35127;17765;35456
31.12.2011;59-Jährige;50696;100214;114793;223138;27483;54830;7352;14746;31916;63017;18924;37271;17905;34953;17662;35128
31.12.2011;60-Jährige;50032;99141;111093;215600;26940;53649;7248;14318;33114;64543;18256;35613;17886;35190;17581;35011
31.12.2011;61-Jährige;50060;99579;110724;215348;27250;54346;7286;14554;31747;61877;17889;35096;18195;35615;17003;33273
31.12.2011;62-Jährige;49716;98894;110339;215004;26656;52823;7431;14885;27910;54246;16214;31259;18060;35504;14973;29603
31.12.2011;63-Jährige;45958;91435;101303;196969;22908;45502;6466;12845;22480;43448;13675;26412;17838;34942;13144;25651
31.12.2011;64-Jährige;42545;83653;93434;181166;20509;40419;5301;10425;22878;43436;13436;25781;16699;32680;12513;24456
31.12.2011;65-Jährige;40019;78285;86306;166017;18327;36093;4401;8508;17053;32651;10836;20873;15731;30628;10553;20125
31.12.2011;66-Jährige;31517;61696;73620;139652;15630;30213;4070;7852;20552;38607;11135;21088;13307;25310;9923;18916
31.12.2011;67-Jährige;42887;82664;94823;180853;20476;39653;5553;10592;29769;56134;15631;29519;17339;33568;14422;27481
31.12.2011;68-Jährige;43652;85081;95044;180830;20325;39364;5435;10334;29523;55326;16069;30378;17849;34658;14479;27609
31.12.2011;69-Jährige;42452;82466;92329;175156;19856;38395;5413;10136;27589;51126;16210;30085;17233;33314;13821;25894
31.12.2011;70-Jährige;52082;100002;110882;208252;25047;47636;6915;12921;34346;63421;19619;36600;20708;40031;17782;33004
31.12.2011;71-Jährige;54378;103477;119672;223107;27471;51435;7300;13498;35117;64746;20154;37399;20766;40127;19249;35319
31.12.2011;72-Jährige;53578;101016;117901;218089;26693;50302;7554;13712;34519;62951;19681;36012;20727;39425;18543;34153
31.12.2011;73-Jährige;50868;95342;110769;203845;24907;46535;6876;12563;31320;56908;17886;32148;19277;36583;16152;29553
31.12.2011;74-Jährige;46539;86663;104597;189994;23332;43166;7001;12443;28633;51374;16587;29633;17503;33019;15023;26836
31.12.2011;75-Jährige;44430;81263;99882;180134;22630;41436;6881;12178;28155;49732;16128;28227;16579;30754;14606;25731
31.12.2011;76-Jährige;42011;76010;96138;171116;21611;38963;6115;10856;27401;48544;15548;26744;15727;28531;13978;24236
31.12.2011;77-Jährige;38314;68203;88923;156821;19598;35111;5289;9248;25203;43747;14334;24334;13913;25226;12765;21987
31.12.2011;78-Jährige;30037;52141;69254;120300;15766;27800;4429;7800;19584;33356;11308;18859;10357;18331;9876;16795
31.12.2011;79-Jährige;29595;50351;67864;116472;15337;26720;4534;7717;18865;31589;10965;18158;9983;17162;9808;16380
31.12.2011;80-Jährige;29564;49880;67949;114187;15624;26493;4483;7530;19283;31640;10761;17542;10023;16881;9642;15641
31.12.2011;81-Jährige;30338;49906;69714;115766;15976;26621;4278;7217;20327;32638;11082;17392;10028;16601;10112;16059
31.12.2011;82-Jährige;28172;45824;65413;106455;15049;24602;4129;6637;19356;30435;10316;15754;9512;15575;9302;14380
31.12.2011;83-Jährige;27020;43243;61512;98616;14182;23100;3912;6136;17771;27357;9714;14592;9202;14855;8853;13413
31.12.2011;84-Jährige;24811;38633;55904;86198;12914;20265;3560;5424;15617;23044;8377;12215;8378;12863;7709;11331
31.12.2011;85-Jährige;23007;34339;51879;76754;12457;18589;3222;4791;15293;21444;7627;10712;7876;11616;7370;10320
31.12.2011;86-Jährige;22310;31910;48700;69012;11490;16548;3015;4231;13584;18666;7028;9561;7714;11032;6465;8953
31.12.2011;87-Jährige;19157;26370;42747;58202;10064;13752;2780;3813;11355;15126;5948;7881;6589;9134;5604;7402
31.12.2011;88-Jährige;16720;22631;36444;48785;8690;11785;2529;3372;10205;13340;5171;6673;5916;8087;4732;6270
31.12.2011;89-Jährige;15214;20186;32350;43027;7861;10514;2093;2748;9409;12300;4657;6056;5330;7131;4226;5525
31.12.2011;90 Jahre und mehr;46841;59583;99170;124149;22802;29017;5683;7132;29632;36919;13600;16797;17539;22363;12165;15253
31.12.2011;Insgesamt;3970369;7774253;9019560;17544938;2038409;3990033;513251;997855;2076004;4054182;1164026;2276736;1439875;2802266;1108534;2181603
31.12.2012;unter 1 Jahr;30028;61737;71033;145444;15176;31227;3359;6857;16948;34738;8293;16898;10744;22157;8514;17352
31.12.2012;1-Jährige;30143;61841;69848;143141;15395;31585;3412;7071;16757;34469;8132;16749;10571;21646;8438;17199
31.12.2012;2-Jährige;31297;64345;71881;147890;15719;32368;3512;7099;17180;35054;8460;17174;11290;23056;8673;17661
31.12.2012;3-Jährige;31004;64029;71111;145903;15455;31825;3452;6971;16495;34102;8256;17005;11002;22815;8406;16967
31.12.2012;4-Jährige;32283;66273;73643;151492;16106;33230;3480;7224;16817;34489;8555;17522;11673;23666;8534;17503
31.12.2012;5-Jährige;32462;67040;73855;151739;16107;33352;3524;7230;16388;33681;8297;17024;11639;24063;8208;17091
31.12.2012;6-Jährige;32339;66785;73384;150696;15765;32621;3386;7186;15734;32211;7795;16385;11534;23833;7752;16196
31.12.2012;7-Jährige;33358;68487;74357;153356;16278;33486;3643;7445;15794;32239;8173;16527;11742;24022;7986;16412
31.12.2012;8-Jährige;35044;71587;76991;158179;16592;34464;3676;7651;15961;32630;8026;16641;12320;25367;8254;16998
31.12.2012;9-Jährige;35284;72150;77596;159724;17141;35215;3681;7588;15503;31564;7789;16158;12543;25669;8105;16529
31.12.2012;10-Jährige;36530;75062;79687;163822;17470;35887;3869;7997;15288;31010;8026;16697;12885;26305;8052;16492
31.12.2012;11-Jährige;38164;77974;81815;168336;18006;37195;4026;8303;15068;31064;8172;16882;13362;27264;8243;16829
31.12.2012;12-Jährige;39900;82093;85924;176521;19204;39379;4227;8685;15624;31998;8279;17257;14156;28863;8242;16865
31.12.2012;13-Jährige;40372;82897;86659;177601;19560;39852;4508;9023;14744;30268;7939;16596;14406;29532;7777;16226
31.12.2012;14-Jährige;41875;85715;89288;183637;20348;41527;4456;9167;14122;28847;7885;16049;14697;29966;7830;15981
31.12.2012;15-Jährige;43700;89307;93337;191679;21246;43572;4874;9950;13699;27891;7616;15725;15075;31254;7817;15959
31.12.2012;16-Jährige;42591;87641;92690;190145;20711;42777;4917;10086;12848;26239;7259;14922;15104;30987;7243;14751
31.12.2012;17-Jährige;41712;85355;90724;186092;20556;42051;4782;9841;11581;23694;6563;13637;14338;29565;6455;13510
31.12.2012;18-Jährige;41924;86135;93679;192239;21195;43485;5062;10262;11444;23396;6508;13497;14639;30243;6117;12597
31.12.2012;19-Jährige;42423;87921;97544;199899;22064;45591;5170;10743;12196;25009;6856;14129;15247;31127;6490;13368
31.12.2012;20-Jährige;42216;87054;98686;202120;22838;46324;5394;10982;13502;27538;7821;16032;14948;30535;7381;14960
31.12.2012;21-Jährige;42810;88224;102259;208125;23193;47532;5486;11370;16054;32929;8841;18318;14856;30712;8539;17541
31.12.2012;22-Jährige;44035;91507;106296;216263;24226;49691;5673;11795;23613;48886;12664;26930;15424;31711;12491;26216
31.12.2012;23-Jährige;43009;88993;104339;211622;23769;48568;5575;11514;24548;51542;13058;27670;14998;30588;12769;26811
31.12.2012;24-Jährige;44003;91345;107172;217651;24199;49792;5698;11709;25184;53152;13494;28745;15292;31582;13442;28366
31.12.2012;25-Jährige;43120;89294;105393;213931;23559;47961;5667;11705;25652;54211;13269;28360;14930;30694;13261;28468
31.12.2012;26-Jährige;42482;87449;104975;211370;23126;47227;5626;11675;24762;51896;12525;27063;14658;29688;12618;27378
31.12.2012;27-Jährige;41342;83925;101223;203560;21622;44507;5286;10974;24445;52151;12274;26437;14129;28309;12368;26766
