GENESIS-Tabelle: Temporär
Bevölkerung: Bundesländer, Stichtag, Geschlecht, Altersjahre;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;
;;Niedersachsen;Niedersachsen;Nordrhein-Westfalen;Nordrhein-Westfalen;Rheinland-Pfalz;Rheinland-Pfalz;Saarland;Saarland;Sachsen;Sachsen;Sachsen-Anhalt;Sachsen-Anhalt;Schleswig-Holstein;Schleswig-Holstein;Thüringen;Thüringen
;;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt;männlich;Insgesamt
31.12.2009;69-Jährige;52163;108411;110836;234589;25156;53243;6594;14162;31390;67604;18399;39242;20135;41401;17055;36918
31.12.2009;70-Jährige;50328;105573;106970;228440;24861;52126;6562;14400;30193;65825;17520;37998;19582;40723;16610;35802
31.12.2009;71-Jährige;47618;100326;100011;215293;22964;48583;6166;13348;27351;59750;15399;34056;18216;38068;14373;31130
31.12.2009;72-Jährige;43117;91385;92299;201077;21170;45217;5842;13138;24454;54251;14191;31597;16565;34647;12738;28369
31.12.2009;73-Jährige;40146;86862;87609;192610;20291;44033;5766;13061;23397;52818;13226;30253;15276;32541;12121;27415
31.12.2009;74-Jährige;37254;81402;82482;183593;18898;41314;5216;11645;23058;51798;12415;28879;13900;30246;11287;26056
31.12.2009;75-Jährige;33077;73567;75265;169496;16987;37565;4404;10055;20469;47155;11209;26527;12366;27013;10256;23830
31.12.2009;76-Jährige;24741;56593;57309;131378;13315;30058;3751;8486;15339;36131;8592;20800;8832;19823;7768;18355
31.12.2009;77-Jährige;23630;55509;55562;128723;12914;29425;3663;8566;14429;34676;8181;20117;8150;18887;7502;18117
31.12.2009;78-Jährige;23191;55238;53271;127006;12466;29279;3468;8393;14128;35031;7903;19709;7807;18561;6962;17451
31.12.2009;79-Jährige;23000;56255;54191;131062;12380;29683;3436;8174;14325;36594;7486;19814;7690;18618;6968;18119
31.12.2009;80-Jährige;20815;51902;48626;121154;11227;27813;2968;7533;13037;34558;6621;18225;7114;17605;6061;16477
31.12.2009;81-Jährige;19699;50107;45387;115144;10696;26608;2762;7186;11426;31443;5988;17113;6769;17128;5562;15589
31.12.2009;82-Jährige;17020;45493;37584;101836;9159;23861;2343;6452;9107;27033;4784;14501;5439;14958;4520;13525
31.12.2009;83-Jährige;14451;41421;32034;93069;7671;22172;2014;5823;7725;25530;3909;13007;4737;13900;3716;12419
31.12.2009;84-Jährige;12591;39123;27023;85213;6632;20355;1624;5297;6445;22668;3323;11842;4312;13430;3177;10983
31.12.2009;85-Jährige;9883;33334;21278;73960;5010;17402;1403;4901;4940;18857;2613;10056;3480;11586;2358;9343
31.12.2009;86-Jährige;8243;29171;17454;63370;4398;15349;1225;4466;4275;17192;2117;8811;3005;10459;2065;8140
31.12.2009;87-Jährige;7374;27184;15921;58367;3913;13986;927;3703;4097;16422;1954;8174;2621;9603;1821;7430
31.12.2009;88-Jährige;6533;24617;13016;51320;3226;12222;799;3124;3706;15740;1701;7399;2375;9002;1513;6812
31.12.2009;89-Jährige;5176;20272;10343;41708;2588;9815;573;2353;2973;13594;1331;6221;1938;7662;1241;5517
31.12.2009;90 Jahre und mehr;14879;55304;27503;109868;8510;29205;1635;6411;5112;28697;2565;13731;5952;21422;2459;12145
31.12.2009;Insgesamt;3894627;7928815;8719694;17872763;1970665;4012675;497605;1022585;2039451;4168732;1153749;2356219;1387049;2832027;1110714;2249882
31.12.2010;unter 1 Jahr;32464;63192;75401;146941;16211;31604;3548;7064;17886;35065;8793;17323;11540;22622;8917;17539
31.12.2010;1-Jährige;32448;63045;74562;145733;15998;31153;3517;6963;17701;34233;8865;17186;11644;22526;8577;16955
31.12.2010;2-Jährige;33696;65818;77731;151417;16862;32750;3729;7209;17736;34579;9074;17743;11915;23461;8940;17508
31.12.2010;3-Jährige;34246;66409;77773;151652;16953;32879;3699;7242;17422;33855;8860;17296;12403;23949;8860;17080
31.12.2010;4-Jährige;34199;66341;77266;150615;16711;32306;3792;7202;16631;32440;8702;16649;12269;23736;8442;16295
31.12.2010;5-Jährige;34960;68270;79236;153856;17012;33174;3826;7480;16527;32382;8510;16830;12314;24087;8482;16539
31.12.2010;6-Jährige;36495;71546;81122;158190;17725;34164;3979;7674;16821;32915;8749;16852;13094;25355;8728;16998
31.12.2010;7-Jährige;36782;72026;82150;159969;17933;34859;3934;7643;16229;31804;8485;16401;13104;25542;8441;16625
31.12.2010;8-Jährige;38481;74947;84157;164132;18305;35648;4118;8024;15875;31273;8786;16966;13348;26217;8498;16604
31.12.2010;9-Jährige;39863;77993;86538;168830;19067;36870;4227;8305;16179;31389;8831;17174;13864;27181;8614;16924
31.12.2010;10-Jährige;42187;82082;90638;177197;20077;39140;4401;8706;16437;32190;9142;17598;14671;28803;8597;16904
31.12.2010;11-Jährige;42671;82987;91330;178399;20192;39518;4546;9083;15656;30460;8784;16869;15014;29347;8475;16262
31.12.2010;12-Jährige;44141;85903;94661;184365;21007;41126;4723;9196;14920;29099;8283;16284;15233;29864;8225;16109
31.12.2010;13-Jährige;45824;89593;98810;192780;22080;43076;5076;9987;14311;28078;8239;15943;16230;31262;8194;16045
31.12.2010;14-Jährige;45247;87877;97868;190953;22009;42446;5176;10151;13488;26406;7735;15130;15925;31070;7512;14743
31.12.2010;15-Jährige;43742;85665;95666;186878;21265;41647;4996;9808;12124;23710;7227;13927;15365;29909;7097;13578
31.12.2010;16-Jährige;44835;87497;98555;191993;22051;42933;5196;10307;11823;22956;7011;13641;15585;30204;6427;12633
31.12.2010;17-Jährige;46989;91201;102849;200910;23363;45159;5627;10884;12171;23568;7160;13991;15927;31133;6812;13267
31.12.2010;18-Jährige;47261;92196;106283;206823;23390;46239;5731;11272;13057;25426;8047;15531;16215;31719;7377;14494
31.12.2010;19-Jährige;47885;92846;108678;212368;24286;47427;5988;11572;16147;31225;9476;18335;16737;32412;8727;17066
31.12.2010;20-Jährige;49262;95105;112200;218915;25366;49353;6246;12116;24883;48401;14894;28348;17090;33198;13593;26395
31.12.2010;21-Jährige;47491;91827;109066;214280;24638;48286;6038;11745;26932;51711;15539;29540;16408;32035;14426;27749
31.12.2010;22-Jährige;48516;93876;111997;220067;25403;49914;6126;12011;28160;53721;16301;30717;16754;32520;15426;29543
31.12.2010;23-Jährige;46966;90978;110331;216468;24545;48508;6133;11939;29128;55475;16335;30718;16080;31286;15823;29947
31.12.2010;24-Jährige;46140;89332;108329;213829;24169;47648;6158;12031;28076;53697;15648;29225;15418;30532;15450;28832
31.12.2010;25-Jährige;43862;85919;103814;205829;23021;45071;5803;11362;28691;54052;15425;28694;14675;29140;15261;28331
31.12.2010;26-Jährige;43621;84988;103965;205956;22918;45269;5829;11355;28036;53307;15245;28300;14692;28972;15184;28141
31.12.2010;27-Jährige;44001;86252;104715;208276;22812;44918;5942;11498;28183;53394;15264;28021;14757;29319;15025;27705
31.12.2010;28-Jährige;44849;88709;108039;213969;23392;46353;6077;11774;28840;54024;14898;27444;15078;30222;15441;28356
31.12.2010;29-Jährige;44961;88821;106610;212943;23186;46096;6031;11667;27856;52138;14785;27063;15161;30456;14734;27436
31.12.2010;30-Jährige;45071;89725;107497;214535;22597;45583;6071;11757;28300;53258;14739;27163;15278;30878;15215;27968
31.12.2010;31-Jährige;43469;86210;101586;203367;21964;43756;5490;11020;27717;51549;14022;25743;14579;29481;14580;26895
31.12.2010;32-Jährige;43095;85727;100389;201196;21482;43180;5387;10747;27422;51308;13874;25760;14840;29898;13893;25756
31.12.2010;33-Jährige;42960;85465;100972;201852;21200;42842;5391;10659;26885;50068;13230;24723;14932;30064;13655;25335
31.12.2010;34-Jährige;43682;86867;101385;203612;21394;42714;5279;10374;23540;44444;11868;22269;15138;30505;12113;22668
31.12.2010;35-Jährige;43008;85333;99268;198882;20979;42217;5230;10201;22595;42340;11319;21153;15150;30141;11878;21748
31.12.2010;36-Jährige;43874;87949;100392;202154;21514;43167;5305;10425;22501;41898;11259;21420;15593;30950;12296;22547
31.12.2010;37-Jährige;45077;90213;102419;205283;22139;44403;5215;10411;22706;42507;12062;22617;15871;31819;12554;23345
31.12.2010;38-Jährige;50318;100247;113257;226002;24406;48948;5761;11517;25009;46837;13716;26092;17929;35645;14279;26227
31.12.2010;39-Jährige;55139;110112;123812;247005;26904;53807;6413;12899;29389;55429;16583;31423;20372;40404;16018;29923
31.12.2010;40-Jährige;58938;117200;131573;260723;28852;56985;6741;13322;29639;56034;16679;32026;21961;42971;16397;31048
31.12.2010;41-Jährige;64288;127117;144259;285256;31456;62044;7524;15018;29567;56366;17190;33296;24416;47542;16645;31697
31.12.2010;42-Jährige;67943;133555;150902;298635;33106;65138;8023;15889;30365;57897;17824;34291;25810;50571;16791;32173
31.12.2010;43-Jährige;69253;137081;154672;305571;33946;66853;8366;16520;31318;59933;18362;35749;26815;52226;17177;33273
31.12.2010;44-Jährige;71494;139947;158238;311918;35249;68838;8645;17063;32711;63434;19264;37497;26787;52090;18570;35771
31.12.2010;45-Jährige;71119;138688;158849;312342;35475;69335;8640;17470;34351;66284;20174;39292;25970;50915;19064;36965
31.12.2010;46-Jährige;70923;138881;161021;316350;36130;70721;8877;17985;35438;69133;20872;41091;26120;51077;20065;39041
31.12.2010;47-Jährige;70390;137918;158061;311100;36294;71056;9106;18154;36144;69961;21883;42688;25051;49447;20508;39966
31.12.2010;48-Jährige;67433;133264;151507;299476;34996;68984;8897;17857;35635;68962;21247;42045;23939;47547;20308;39650
31.12.2010;49-Jährige;66594;131471;147942;294372;34790;68776;9194;18104;35126;68893;21464;42136;23194;46371;20758;40717
31.12.2010;50-Jährige;64405;127630;146006;290213;33841;67491;8635;17458;33762;66022;20721;40744;22070;44282;19834;38820
31.12.2010;51-Jährige;62096;123077;140914;281109;33090;65367;9002;17691;33256;65549;20154;40038;21294;42825;19753;38802
31.12.2010;52-Jährige;58889;116469;134917;268770;31303;62004;8678;17160;30633;60651;19008;37694;20158;40396;18336;36102
31.12.2010;53-Jährige;57447;114466;132338;263457;31347;61787;8377;16582;30409;60434;18631;37246;19454;39612;18300;36056
31.12.2010;54-Jährige;55644;110439;127476;254747;29975;59426;8119;16140;30994;61471;18594;37691;18533;37499;18596;36777
31.12.2010;55-Jährige;53430;106290;121617;245150;28940;57661;7720;15381;31788;63578;19537;38716;18048;36508;18583;37011
31.12.2010;56-Jährige;51883;104545;118822;241286;28630;56980;7727;15484;31326;63078;19150;38071;17909;36387;18251;36444
31.12.2010;57-Jährige;50018;100738;112409;229531;27539;55168;7514;15138;31450;63540;18879;38202;17331;35002;18276;36367
31.12.2010;58-Jährige;50752;102115;111737;228672;27629;55033;7458;14850;32111;64483;18817;38038;17255;35139;17939;35790
31.12.2010;59-Jährige;50211;100718;107519;220382;27047;53849;7136;14455;32466;66055;17799;36338;17295;35025;17861;35754
31.12.2010;60-Jährige;50757;101677;108620;221927;27358;54502;7397;14812;31091;63263;17647;35768;17446;35641;16747;34003
31.12.2010;61-Jährige;50140;100280;108003;219890;26535;53075;7580;15039;27187;55496;15440;31871;17512;35556;15121;30277
31.12.2010;62-Jährige;46524;93147;98899;202126;22987;45882;6536;13128;21669;44466;13120;26995;17141;35035;12933;26279
31.12.2010;63-Jährige;42037;85218;90937;186086;20266;40828;5242;10629;21196;44474;12650;26299;16139;32856;12249;24965
31.12.2010;64-Jährige;39330;79974;82628;170302;18174;36512;4191;8665;16116;33441;10367;21409;14970;30744;9896;20680
31.12.2010;65-Jährige;31137;63354;69228;144665;14987;30754;3887;8030;18693;39574;10312;21638;12210;25574;9292;19404
31.12.2010;66-Jährige;40887;84389;88751;185287;19578;40125;5211;10911;27197;57423;14365;30310;16375;33770;13513;28158
31.12.2010;67-Jährige;42686;87136;88763;185672;19516;39947;5030;10572;26653;56659;14817;31236;17087;35086;13589;28354
31.12.2010;68-Jährige;41490;84899;86377;181387;18983;39097;4894;10440;24349;52397;14394;30928;16462;33896;12440;26529
31.12.2010;69-Jährige;49517;102523;101350;214226;23032;48358;6203;13287;30067;65031;17553;37572;19706;40578;15812;33918
31.12.2010;70-Jährige;51006;106629;108020;230211;24590;52381;6420;13886;30732;66563;17918;38471;19730;40788;16658;36287
31.12.2010;71-Jährige;49180;103772;104051;223853;24252;51170;6358;14068;29515;64762;17051;37206;19140;40041;16192;35122
31.12.2010;72-Jährige;46300;98318;97142;210663;22366;47591;5993;13069;26641;58645;14922;33261;17745;37332;13956;30492
31.12.2010;73-Jährige;41874;89450;89417;196343;20576;44207;5648;12829;23796;53139;13706;30802;16087;33916;12314;27681
31.12.2010;74-Jährige;38746;84628;84594;187655;19637;42890;5565;12707;22632;51518;12732;29397;14772;31751;11664;26651
31.12.2010;75-Jährige;35917;79217;79276;178259;18154;40136;4992;11262;22252;50420;11861;27944;13403;29457;10809;25240
31.12.2010;76-Jährige;31770;71276;72074;164036;16340;36431;4193;9692;19628;45666;10647;25528;11857;26188;9779;22974
31.12.2010;77-Jährige;23622;54646;54554;126486;12703;28990;3580;8186;14638;34891;8125;19947;8467;19206;7377;17680
31.12.2010;78-Jährige;22386;53357;52625;123413;12259;28251;3444;8200;13678;33292;7746;19223;7714;18148;7040;17296
31.12.2010;79-Jährige;21870;52832;50155;121215;11753;28005;3265;8006;13295;33447;7367;18667;7379;17802;6502;16585
31.12.2010;80-Jährige;21529;53534;50678;124365;11578;28239;3214;7737;13382;34771;6925;18698;7199;17752;6462;17141
31.12.2010;81-Jährige;19353;49082;45048;114099;10445;26274;2767;7147;12130;32681;6051;17013;6611;16668;5591;15503
31.12.2010;82-Jährige;18173;47021;41626;107740;9867;24960;2526;6685;10558;29517;5460;15908;6247;16053;5103;14575
31.12.2010;83-Jährige;15632;42453;34353;94693;8328;22166;2140;6016;8351;25195;4342;13399;4969;13942;4095;12470
31.12.2010;84-Jährige;13131;38277;28935;85722;6964;20436;1821;5387;6997;23629;3507;11909;4293;12859;3343;11383
31.12.2010;85-Jährige;11249;35747;23962;77515;5920;18548;1438;4822;5762;20760;2942;10706;3875;12301;2843;10016
31.12.2010;86-Jährige;8704;30155;18859;66684;4429;15690;1225;4403;4401;17088;2252;8966;3146;10577;2057;8421
31.12.2010;87-Jährige;7186;26025;15115;56199;3812;13553;1065;3948;3700;15297;1780;7683;2635;9344;1768;7185
31.12.2010;88-Jährige;6314;23840;13562;51059;3316;12159;797;3250;3498;14374;1647;7121;2268;8485;1528;6441
31.12.2010;89-Jährige;5493;21157;10933;44140;2695;10481;657;2696;3103;13555;1386;6218;2020;7774;1247;5842
31.12.2010;90 Jahre und mehr;16893;61582;31227;121755;9545;32460;1794;7057;6244;33674;3072;15922;6705;23843;2975;14234
31.12.2010;Insgesamt;3893761;7918293;8711858;17845154;1967106;4003745;495206;1017567;2031630;4149477;1144118;2335006;1388912;2834259;1103693;2235025
31.12.2011;unter 1 Jahr;31182;60823;72527;141700;15921;31075;3644;7027;17592;34248;8562;16639;10872;21300;8666;17028
31.12.2011;1-Jährige;32680;63621;75395;146841;16514;32097;3577;7085;17770;34848;8687;17119;11638;22783;8941;17567
31.12.2011;2-Jährige;32642;63311;74365;145119;16182;31519;3519;6937;17550;33995;8770;16997;11663;22546;8575;16944
31.12.2011;3-Jährige;33775;65874;77378;150689;17011;33017;3736;7221;17596;34362;8984;17535;11913;23477;8952;17466
31.12.2011;4-Jährige;34319;66526;77443;150890;17116;33196;3701;7225;17257;33596;8746;17078;12328;23843;8882;17066
31.12.2011;5-Jährige;34216;66371;76998;150047;16754;32431;3794;7176;16477;32179;8603;16426;12238;23679;8419;16208
31.12.2011;6-Jährige;34949;68115;78603;152735;17102;33303;3800;7451;16410;32137;8372;16575;12241;23916;8441;16453
31.12.2011;7-Jährige;36390;71284;80840;157532;17791;34329;3980;7642;16650;32611;8617;16628;12986;25235;8752;16978
31.12.2011;8-Jährige;36645;71746;81818;159105;17965;35003;3913;7590;16040;31503;8368;16170;13050;25491;8421;16545
31.12.2011;9-Jährige;38328;74709;83757;163126;18328;35758;4128;7980;15670;30962;8663;16705;13369;26177;8462;16527
31.12.2011;10-Jährige;39667;77605;86170;167729;19101;37044;4269;8258;15995;31051;8707;16898;13839;27155;8580;16819
31.12.2011;11-Jährige;41996;81713;90191;175738;20106;39249;4449;8671;16328;31906;8983;17286;14666;28779;8616;16846
31.12.2011;12-Jährige;42380;82573;90578;176995;20241;39744;4530;9026;15503;30195;8637;16592;15073;29434;8447;16216
31.12.2011;13-Jährige;43727;85481;93976;182923;21128;41467;4705;9143;14732;28797;8149;16040;15229;29847;8152;15987
31.12.2011;14-Jährige;45467;89089;97977;190965;22255;43442;5042;9922;14152;27830;8106;15718;16109;31126;8126;15932
31.12.2011;15-Jährige;44913;87341;96990;189257;21988;42656;5130;10031;13342;26163;7662;14938;15824;30917;7487;14737
31.12.2011;16-Jährige;43529;85159;94794;185100;21416;41942;5022;9760;12063;23591;7084;13684;15239;29642;7047;13491
31.12.2011;17-Jährige;44358;86764;97398;190034;22179;43234;5172;10228;11659;22659;6883;13411;15409;29881;6447;12626
31.12.2011;18-Jährige;45661;88749;101321;198235;23543;45504;5529;10699;12107;23575;6977;13601;15864;30890;6784;13129
31.12.2011;19-Jährige;44874;87564;102697;200850;23430;46023;5565;10910;13249;25924;7906;15341;15729;30912;7360;14440
31.12.2011;20-Jährige;45460;88337;104644;205678;24121;47084;5840;11309;16398;32012;9336;18101;16036;31041;8822;17234
31.12.2011;21-Jährige;47098;91164;108370;213043;25328;49368;6048;11721;24809;48109;14380;27340;16302;31775;13645;26232
31.12.2011;22-Jährige;45599;88231;105444;208409;24582;48167;5863;11393;26582;50761;14766;28027;15607;30598;14136;27109
31.12.2011;23-Jährige;46709;90582;108682;214534;25315;49558;5996;11662;27633;52560;15498;29245;16183;31424;15092;28701
31.12.2011;24-Jährige;45514;88227;107108;211343;24260;47860;5971;11653;28418;54006;15304;28946;15662;30517;15418;28929
31.12.2011;25-Jährige;44401;86455;105180;209217;24063;47324;6013;11671;27037;51777;14815;27642;14904;29588;14958;27782
31.12.2011;26-Jährige;41955;82961;100923;201180;22825;44555;5652;10949;27624;51950;14407;26825;14087;28217;14578;27088
31.12.2011;27-Jährige;42049;82358;101281;201810;22813;44806;5648;10998;26912;51134;14332;26753;14182;28237;14629;27020
31.12.2011;28-Jährige;42219;83588;101914;203699;22651;44538;5733;11099;27250;51591;14567;26925;14175;28534;14446;26888
31.12.2011;29-Jährige;43104;85745;105130;209772;23364;46123;5812;11334;27815;52213;14170;26253;14611;29677;14905;27463
31.12.2011;30-Jährige;43023;86143;103749;208943;23128;46134;5773;11207;26942;50503;14129;26094;14721;29932;14309;26595
31.12.2011;31-Jährige;43043;86811;103779;209362;22407;45269;5654;11139;27322;51693;14164;26388;14814;30455;14627;27089
31.12.2011;32-Jährige;41597;83784;98637;199613;21767;43537;5173;10477;26630;49814;13552;25204;14198;29210;13981;25973
31.12.2011;33-Jährige;41588;83608;97817;197949;21394;43010;5092;10299;26448;49899;13498;25324;14472;29553;13326;24963
31.12.2011;34-Jährige;41594;83613;98966;198919;21064;42812;5110;10359;25942;48726;12918;24290;14497;29696;13084;24596
31.12.2011;35-Jährige;42008;84723;99137;200389;21058;42391;4984;9978;22890;43406;11587;21736;14613;30113;11667;21995
31.12.2011;36-Jährige;41617;83185;96916;195638;20769;41957;4882;9672;21898;41301;11073;20701;14387;29477;11346;21091
31.12.2011;37-Jährige;42757;86440;98216;199093;20964;42664;4958;10003;21841;40924;11229;21363;14860;30196;11718;21873
31.12.2011;38-Jährige;43906;88649;100411;202562;21734;43951;4987;10068;22113;41525;11911;22405;15362;31389;12068;22645
31.12.2011;39-Jährige;48627;97529;109500;220195;23608;48044;5465;11084;24390;45757;13543;25820;16846;34441;13778;25587
31.12.2011;40-Jährige;53487;107803;120375;242219;26373;53114;6114;12467;28550;53728;16231;30754;19209;39063;15444;28967
31.12.2011;41-Jährige;56705;113810;127000;254109;27818;55887;6438;12877;28347;53786;16025;31025;20360;41018;15508;29625
31.12.2011;42-Jährige;62127;123978;140308;279560;30555;61035;7187;14509;28305;54184;16661;32253;22806;45866;15680;30096
31.12.2011;43-Jährige;65906;130670;147324;293287;32586;64791;7732;15540;28850;55527;17198;33252;24364;49044;15785;30660
31.12.2011;44-Jährige;67881;135268;151873;301550;33401;66880;8115;16194;29923;57595;17865;34889;25561;51069;16267;31885
31.12.2011;45-Jährige;69901;138474;156408;309902;35318;69770;8498;16936;31304;61113;18658;36436;25773;51685;17623;34325
31.12.2011;46-Jährige;69663;137365;156200;309060;35327;70079;8509;17317;32821;63818;19455;38174;25212;50785;18040;35531
31.12.2011;47-Jährige;69748;138404;158668;313802;36380;71940;8837;17933;33852;66664;20235;40004;25870;51513;19124;37605
31.12.2011;48-Jährige;69143;136758;155636;308119;36623;72113;8961;17992;34625;67732;21116;41508;24957;50007;19545;38621
31.12.2011;49-Jährige;66526;132415;149159;296105;35313;70286;8964;17939;34072;66684;20653;41054;23911;47897;19357;38260
31.12.2011;50-Jährige;65987;130927;145897;291566;35252;70093;9259;18235;33638;66679;20872;41154;23268;46823;19970;39568
31.12.2011;51-Jährige;63173;125593;142500;285006;33865;67932;8751;17539;32464;64138;20327;40108;22154;44557;19108;37747
31.12.2011;52-Jährige;61455;122217;139036;278460;33238;65895;9100;17845;32020;63720;19667;39284;21551;43431;19108;37812
31.12.2011;53-Jährige;57878;115052;132344;264714;31259;62420;8643;17146;29502;59047;18597;36975;20334;40811;17720;35160
31.12.2011;54-Jährige;56601;113186;129631;259243;31198;61957;8375;16540;29399;58905;18198;36551;19453;39820;17676;35147
31.12.2011;55-Jährige;54504;108760;124504;250039;29799;59494;7971;15976;29923;59919;18192;37046;18611;37756;18020;35902
31.12.2011;56-Jährige;52424;104848;118616;240707;28712;57648;7589;15213;30783;62061;19086;38014;18074;36752;17995;36121
31.12.2011;57-Jährige;50685;102768;115722;236315;28210;56737;7643;15413;30184;61421;18702;37365;17778;36453;17666;35569
31.12.2011;58-Jährige;48963;99325;109615;225203;27295;55100;7431;15025;30398;61980;18429;37463;17347;35127;17691;35456
31.12.2011;59-Jährige;49518;100214;108345;223138;27347;54830;7394;14746;31101;63017;18347;37271;17048;34953;17466;35128
31.12.2011;60-Jährige;49109;99141;104507;215600;26709;53649;7070;14318;31429;64543;17357;35613;17304;35190;17430;35011
31.12.2011;61-Jährige;49519;99579;104624;215348;27096;54346;7268;14554;30130;61877;17207;35096;17420;35615;16270;33273
31.12.2011;62-Jährige;49178;98894;104665;215004;26167;52823;7454;14885;26336;54246;15045;31259;17444;35504;14630;29603
31.12.2011;63-Jährige;45477;91435;95666;196969;22594;45502;6379;12845;20968;43448;12737;26412;17104;34942;12507;25651
31.12.2011;64-Jährige;41108;83653;87732;181166;19910;40419;5124;10425;20558;43436;12345;25781;15981;32680;11943;24456
31.12.2011;65-Jährige;38266;78285;79711;166017;17766;36093;4107;8508;15598;32651;10037;20873;14897;30628;9572;20125
31.12.2011;66-Jährige;30179;61696;66032;139652;14583;30213;3782;7852;18055;38607;9953;21088;12003;25310;8993;18916
31.12.2011;67-Jährige;39777;82664;86030;180853;19177;39653;5039;10592;26365;56134;13888;29519;16229;33568;13059;27481
31.12.2011;68-Jährige;41429;85081;85786;180830;19039;39364;4899;10334;25803;55326;14309;30378;16809;34658;13130;27609
31.12.2011;69-Jährige;40014;82466;82827;175156;18539;38395;4723;10136;23537;51126;13875;30085;16081;33314;12073;25894
31.12.2011;70-Jährige;47920;100002;97370;208252;22589;47636;6006;12921;29075;63421;16981;36600;19323;40031;15222;33004
31.12.2011;71-Jährige;49099;103477;103435;223107;23964;51435;6198;13498;29629;64746;17245;37399;19361;40127;16070;35319
31.12.2011;72-Jährige;47438;101016;100188;218089;23609;50302;6158;13712;28432;62951;16331;36012;18698;39425;15610;34153
31.12.2011;73-Jährige;44474;95342;93076;203845;21628;46535;5687;12563;25588;56908;14262;32148;17306;36583;13401;29553
31.12.2011;74-Jährige;40124;86663;85397;189994;19834;43166;5442;12443;22741;51374;13046;29633;15516;33019;11813;26836
31.12.2011;75-Jährige;36833;81263;80252;180134;18806;41436;5297;12178;21577;49732;12099;28227;14175;30754;11125;25731
31.12.2011;76-Jährige;33999;76010;74978;171116;17352;38963;4741;10856;21143;48544;11196;26744;12804;28531;10258;24236
31.12.2011;77-Jährige;29889;68203;67898;156821;15513;35111;3959;9248;18544;43747;10000;24334;11313;25226;9222;21987
31.12.2011;78-Jährige;22104;52141;51046;120300;12034;27800;3371;7800;13772;33356;7551;18859;7974;18331;6919;16795
31.12.2011;79-Jährige;20756;50351;48608;116472;11383;26720;3183;7717;12724;31589;7193;18158;7179;17162;6572;16380
31.12.2011;80-Jährige;20316;49880;46238;114187;10869;26493;3047;7530;12357;31640;6781;17542;6858;16881;5999;15641
31.12.2011;81-Jährige;19568;49906;46052;115766;10645;26621;2939;7217;12311;32638;6310;17392;6573;16601;5947;16059
31.12.2011;82-Jährige;17652;45824;41042;106455;9553;24602;2508;6637;11079;30435;5438;15754;6063;15575;5078;14380
31.12.2011;83-Jährige;16223;43243;37104;98616;8918;23100;2224;6136;9586;27357;4878;14592;5653;14855;4560;13413
31.12.2011;84-Jährige;13822;38633;30294;86198;7351;20265;1864;5424;7427;23044;3838;12215;4485;12863;3622;11331
31.12.2011;85-Jährige;11332;34339;24875;76754;6132;18589;1569;4791;6151;21444;3085;10712;3740;11616;2950;10320
31.12.2011;86-Jährige;9600;31910;20312;69012;5058;16548;1216;4231;5082;18666;2533;9561;3318;11032;2488;8953
31.12.2011;87-Jährige;7213;26370;15455;58202;3688;13752;1033;3813;3771;15126;1933;7881;2545;9134;1798;7402
31.12.2011;88-Jährige;5911;22631;12341;48785;3095;11785;843;3372;3135;13340;1502;6673;2171;8087;1538;6270
31.12.2011;89-Jährige;4972;20186;10677;43027;2653;10514;655;2748;2891;12300;1399;6056;1801;7131;1299;5525
31.12.2011;90 Jahre und mehr;12742;59583;24979;124149;6215;29017;1449;7132;7287;36919;3197;16797;4824;22363;3088;15253
31.12.2011;Insgesamt;3803884;7774253;8525378;17544938;1951624;3990033;484604;997855;1978178;4054182;1112710;2276736;1362391;2802266;1073069;2181603
31.12.2012;unter 1 Jahr;31709;61737;74411;145444;16051;31227;3498;6857;17790;34738;8605;16898;11413;22157;8838;17352
31.12.2012;1-Jährige;31698;61841;73293;143141;16190;31585;3659;7071;17712;34469;8617;16749;11075;21646;8761;17199
31.12.2012;2-Jährige;33048;64345;76009;147890;16649;32368;3587;7099;17874;35054;8714;17174;11766;23056;8988;17661
31.12.2012;3-Jährige;33025;64029;74792;145903;16370;31825;3519;6971;17607;34102;8749;17005;11813;22815;8561;16967
31.12.2012;4-Jährige;33990;66273;77849;151492;17124;33230;3744;7224;17672;34489;8967;17522;11993;23666;8969;17503
31.12.2012;5-Jährige;34578;67040;77884;151739;17245;33352;3706;7230;17293;33681;8727;17024;12424;24063;8883;17091
31.12.2012;6-Jährige;34446;66785;77312;150696;16856;32621;3800;7186;16477;32211;8590;16385;12299;23833;8444;16196
31.12.2012;7-Jährige;35129;68487;78999;153356;17208;33486;3802;7445;16445;32239;8354;16527;12280;24022;8426;16412
31.12.2012;8-Jährige;36543;71587;81188;158179;17872;34464;3975;7651;16669;32630;8615;16641;13047;25367;8744;16998
31.12.2012;9-Jährige;36866;72150;82128;159724;18074;35215;3907;7588;16061;31564;8369;16158;13126;25669;8424;16529
31.12.2012;10-Jährige;38532;75062;84135;163822;18417;35887;4128;7997;15722;31010;8671;16697;13420;26305;8440;16492
