"","Time","Sex","season","week","date","week_calender","season_calender","o104wk","Age","Cases","Population","PopSmooth"
"709","2008-W11","Female","2007",33,2008-03-10,11,"2008",0,"A00-09",333,3207483,3207483
"710","2008-W12","Female","2007",34,2008-03-17,12,"2008",0,"A00-09",282,3207483,3207483
"711","2008-W13","Female","2007",35,2008-03-24,13,"2008",0,"A00-09",211,3207483,3207483
"712","2008-W14","Female","2007",36,2008-03-31,14,"2008",0,"A00-09",220,3207483,3207483
"713","2008-W15","Female","2007",37,2008-04-07,15,"2008",0,"A00-09",220,3207483,3207483
"714","2008-W16","Female","2007",38,2008-04-14,16,"2008",0,"A00-09",265,3207483,3207483
"715","2008-W17","Female","2007",39,2008-04-21,17,"2008",0,"A00-09",192,3207483,3207483
"716","2008-W18","Female","2007",40,2008-04-28,18,"2008",0,"A00-09",153,3207483,3207483
"717","2008-W19","Female","2007",41,2008-05-05,19,"2008",0,"A00-09",153,3207483,3207483
"718","2008-W20","Female","2007",42,2008-05-12,20,"2008",0,"A00-09",106,3207483,3207483
"719","2008-W21","Female","2007",43,2008-05-19,21,"2008",0,"A00-09",141,3207483,3207483
"720","2008-W22","Female","2007",44,2008-05-26,22,"2008",0,"A00-09",139,3207483,3207483
"721","2008-W23","Female","2007",45,2008-06-02,23,"2008",0,"A00-09",113,3207483,3207483
"722","2008-W24","Female","2007",46,2008-06-09,24,"2008",0,"A00-09",103,3207483,3207483
"723","2008-W25","Female","2007",47,2008-06-16,25,"2008",0,"A00-09",82,3207483,3207483
"724","2008-W26","Female","2007",48,2008-06-23,26,"2008",0,"A00-09",66,3207483,3207483
"725","2008-W27","Female","2007",49,2008-06-30,27,"2008",0,"A00-09",82,3207483,3207483
"726","2008-W28","Female","2007",50,2008-07-07,28,"2008",0,"A00-09",75,3207483,3207483
"727","2008-W29","Female","2007",51,2008-07-14,29,"2008",0,"A00-09",69,3207483,3196854
"728","2008-W30","Female","2007",52,2008-07-21,30,"2008",0,"A00-09",50,3207483,3186225
"729","2008-W31","Female","2008",1,2008-07-28,31,"2008",0,"A00-09",36,3154340,3175597
"730","2008-W32","Female","2008",2,2008-08-04,32,"2008",0,"A00-09",69,3154340,3164968
"731","2008-W33","Female","2008",3,2008-08-11,33,"2008",0,"A00-09",58,3154340,3154340
"732","2008-W34","Female","2008",4,2008-08-18,34,"2008",0,"A00-09",75,3154340,3154340
"733","2008-W35","Female","2008",5,2008-08-25,35,"2008",0,"A00-09",69,3154340,3154340
"734","2008-W36","Female","2008",6,2008-09-01,36,"2008",0,"A00-09",82,3154340,3154340
"735","2008-W37","Female","2008",7,2008-09-08,37,"2008",0,"A00-09",95,3154340,3154340
"736","2008-W38","Female","2008",8,2008-09-15,38,"2008",0,"A00-09",101,3154340,3154340
"737","2008-W39","Female","2008",9,2008-09-22,39,"2008",0,"A00-09",147,3154340,3154340
"738","2008-W40","Female","2008",10,2008-09-29,40,"2008",0,"A00-09",120,3154340,3154340
"739","2008-W41","Female","2008",11,2008-10-06,41,"2008",0,"A00-09",128,3154340,3154340
"740","2008-W42","Female","2008",12,2008-10-13,42,"2008",0,"A00-09",210,3154340,3154340
"741","2008-W43","Female","2008",13,2008-10-20,43,"2008",0,"A00-09",188,3154340,3154340
"742","2008-W44","Female","2008",14,2008-10-27,44,"2008",0,"A00-09",185,3154340,3154340
"743","2008-W45","Female","2008",15,2008-11-03,45,"2008",0,"A00-09",248,3154340,3154340
"744","2008-W46","Female","2008",16,2008-11-10,46,"2008",0,"A00-09",332,3154340,3154340
"745","2008-W47","Female","2008",17,2008-11-17,47,"2008",0,"A00-09",363,3154340,3154340
"746","2008-W48","Female","2008",18,2008-11-24,48,"2008",0,"A00-09",379,3154340,3154340
"747","2008-W49","Female","2008",19,2008-12-01,49,"2008",0,"A00-09",476,3154340,3154340
"748","2008-W50","Female","2008",20,2008-12-08,50,"2008",0,"A00-09",628,3154340,3154340
"749","2008-W51","Female","2008",21,2008-12-15,51,"2008",0,"A00-09",602,3154340,3154340
"750","2008-W52","Female","2008",22,2008-12-22,52,"2008",0,"A00-09",319,3154340,3154340
"751","2009-W01","Female","2008",23,2008-12-29,1,"2009",0,"A00-09",238,3154340,3154340
"752","2009-W02","Female","2008",24,2009-01-05,2,"2009",0,"A00-09",347,3154340,3154340
"753","2009-W03","Female","2008",25,2009-01-12,3,"2009",0,"A00-09",446,3154340,3154340
"754","2009-W04","Female","2008",26,2009-01-19,4,"2009",0,"A00-09",493,3154340,3154340
"755","2009-W05","Female","2008",27,2009-01-26,5,"2009",0,"A00-09",501,3154340,3154340
"756","2009-W06","Female","2008",28,2009-02-02,6,"2009",0,"A00-09",464,3154340,3154340
"757","2009-W07","Female","2008",29,2009-02-09,7,"2009",0,"A00-09",505,3154340,3154340
"758","2009-W08","Female","2008",30,2009-02-16,8,"2009",0,"A00-09",482,3154340,3154340
"759","2009-W09","Female","2008",31,2009-02-23,9,"2009",0,"A00-09",439,3154340,3154340
"760","2009-W10","Female","2008",32,2009-03-02,10,"2009",0,"A00-09",470,3154340,3154340
"761","2009-W11","Female","2008",33,2009-03-09,11,"2009",0,"A00-09",467,3154340,3154340
"762","2009-W12","Female","2008",34,2009-03-16,12,"2009",0,"A00-09",349,3154340,3154340
"763","2009-W13","Female","2008",35,2009-03-23,13,"2009",0,"A00-09",349,3154340,3154340
"764","2009-W14","Female","2008",36,2009-03-30,14,"2009",0,"A00-09",287,3154340,3154340
"765","2009-W15","Female","2008",37,2009-04-06,15,"2009",0,"A00-09",210,3154340,3154340
"766","2009-W16","Female","2008",38,2009-04-13,16,"2009",0,"A00-09",107,3154340,3154340
"767","2009-W17","Female","2008",39,2009-04-20,17,"2009",0,"A00-09",118,3154340,3154340
"768","2009-W18","Female","2008",40,2009-04-27,18,"2009",0,"A00-09",119,3154340,3154340
"769","2009-W19","Female","2008",41,2009-05-04,19,"2009",0,"A00-09",137,3154340,3154340
"770","2009-W20","Female","2008",42,2009-05-11,20,"2009",0,"A00-09",122,3154340,3154340
"771","2009-W21","Female","2008",43,2009-05-18,21,"2009",0,"A00-09",89,3154340,3154340
"772","2009-W22","Female","2008",44,2009-05-25,22,"2009",0,"A00-09",86,3154340,3154340
"773","2009-W23","Female","2008",45,2009-06-01,23,"2009",0,"A00-09",58,3154340,3154340
"774","2009-W24","Female","2008",46,2009-06-08,24,"2009",0,"A00-09",70,3154340,3154340
"775","2009-W25","Female","2008",47,2009-06-15,25,"2009",0,"A00-09",63,3154340,3154340
"776","2009-W26","Female","2008",48,2009-06-22,26,"2009",0,"A00-09",78,3154340,3154340
"777","2009-W27","Female","2008",49,2009-06-29,27,"2009",0,"A00-09",62,3154340,3154340
"778","2009-W28","Female","2008",50,2009-07-06,28,"2009",0,"A00-09",47,3154340,3154340
"779","2009-W29","Female","2008",51,2009-07-13,29,"2009",0,"A00-09",33,3154340,3146258
"780","2009-W30","Female","2008",52,2009-07-20,30,"2009",0,"A00-09",44,3154340,3138177
"781","2009-W31","Female","2009",1,2009-07-27,31,"2009",0,"A00-09",40,3113934,3130096
"782","2009-W32","Female","2009",2,2009-08-03,32,"2009",0,"A00-09",52,3113934,3122015
"783","2009-W33","Female","2009",3,2009-08-10,33,"2009",0,"A00-09",53,3113934,3113934
"784","2009-W34","Female","2009",4,2009-08-17,34,"2009",0,"A00-09",48,3113934,3113934
"785","2009-W35","Female","2009",5,2009-08-24,35,"2009",0,"A00-09",68,3113934,3113934
"786","2009-W36","Female","2009",6,2009-08-31,36,"2009",0,"A00-09",70,3113934,3113934
"787","2009-W37","Female","2009",7,2009-09-07,37,"2009",0,"A00-09",107,3113934,3113934
"788","2009-W38","Female","2009",8,2009-09-14,38,"2009",0,"A00-09",106,3113934,3113934
"789","2009-W39","Female","2009",9,2009-09-21,39,"2009",0,"A00-09",101,3113934,3113934
"790","2009-W40","Female","2009",10,2009-09-28,40,"2009",0,"A00-09",153,3113934,3113934
"791","2009-W41","Female","2009",11,2009-10-05,41,"2009",0,"A00-09",154,3113934,3113934
"792","2009-W42","Female","2009",12,2009-10-12,42,"2009",0,"A00-09",174,3113934,3113934
"793","2009-W43","Female","2009",13,2009-10-19,43,"2009",0,"A00-09",195,3113934,3113934
"794","2009-W44","Female","2009",14,2009-10-26,44,"2009",0,"A00-09",240,3113934,3113934
"795","2009-W45","Female","2009",15,2009-11-02,45,"2009",0,"A00-09",229,3113934,3113934
"796","2009-W46","Female","2009",16,2009-11-09,46,"2009",0,"A00-09",306,3113934,3113934
"797","2009-W47","Female","2009",17,2009-11-16,47,"2009",0,"A00-09",326,3113934,3113934
"798","2009-W48","Female","2009",18,2009-11-23,48,"2009",0,"A00-09",308,3113934,3113934
"799","2009-W49","Female","2009",19,2009-11-30,49,"2009",0,"A00-09",294,3113934,3113934
"800","2009-W50","Female","2009",20,2009-12-07,50,"2009",0,"A00-09",346,3113934,3113934
"801","2009-W51","Female","2009",21,2009-12-14,51,"2009",0,"A00-09",424,3113934,3113934
"802","2009-W52","Female","2009",22,2009-12-21,52,"2009",0,"A00-09",332,3113934,3113934
"803","2010-W01","Female","2009",23,2010-01-04,1,"2010",0,"A00-09",398,3113934,3113934
"804","2010-W02","Female","2009",24,2010-01-11,2,"2010",0,"A00-09",436,3113934,3113934
"805","2010-W03","Female","2009",25,2010-01-18,3,"2010",0,"A00-09",523,3113934,3113934
"806","2010-W04","Female","2009",26,2010-01-25,4,"2010",0,"A00-09",567,3113934,3113934
"807","2010-W05","Female","2009",27,2010-02-01,5,"2010",0,"A00-09",616,3113934,3113934
"808","2010-W06","Female","2009",28,2010-02-08,6,"2010",0,"A00-09",577,3113934,3113934
"809","2010-W07","Female","2009",29,2010-02-15,7,"2010",0,"A00-09",555,3113934,3113934
"810","2010-W08","Female","2009",30,2010-02-22,8,"2010",0,"A00-09",584,3113934,3113934
"811","2010-W09","Female","2009",31,2010-03-01,9,"2010",0,"A00-09",593,3113934,3113934
"812","2010-W10","Female","2009",32,2010-03-08,10,"2010",0,"A00-09",468,3113934,3113934
"813","2010-W11","Female","2009",33,2010-03-15,11,"2010",0,"A00-09",472,3113934,3113934
"814","2010-W12","Female","2009",34,2010-03-22,12,"2010",0,"A00-09",392,3113934,3113934
"815","2010-W13","Female","2009",35,2010-03-29,13,"2010",0,"A00-09",287,3113934,3113934
"816","2010-W14","Female","2009",36,2010-04-05,14,"2010",0,"A00-09",212,3113934,3113934
"817","2010-W15","Female","2009",37,2010-04-12,15,"2010",0,"A00-09",214,3113934,3113934
"818","2010-W16","Female","2009",38,2010-04-19,16,"2010",0,"A00-09",199,3113934,3113934
"819","2010-W17","Female","2009",39,2010-04-26,17,"2010",0,"A00-09",187,3113934,3113934
"820","2010-W18","Female","2009",40,2010-05-03,18,"2010",0,"A00-09",166,3113934,3113934
"821","2010-W19","Female","2009",41,2010-05-10,19,"2010",0,"A00-09",142,3113934,3113934
"822","2010-W20","Female","2009",42,2010-05-17,20,"2010",0,"A00-09",126,3113934,3113934
"823","2010-W21","Female","2009",43,2010-05-24,21,"2010",0,"A00-09",120,3113934,3113934
"824","2010-W22","Female","2009",44,2010-05-31,22,"2010",0,"A00-09",90,3113934,3113934
"825","2010-W23","Female","2009",45,2010-06-07,23,"2010",0,"A00-09",87,3113934,3113934
"826","2010-W24","Female","2009",46,2010-06-14,24,"2010",0,"A00-09",77,3113934,3113934
"827","2010-W25","Female","2009",47,2010-06-21,25,"2010",0,"A00-09",58,3113934,3113934
"828","2010-W26","Female","2009",48,2010-06-28,26,"2010",0,"A00-09",64,3113934,3113934
"829","2010-W27","Female","2009",49,2010-07-05,27,"2010",0,"A00-09",70,3113934,3113934
"830","2010-W28","Female","2009",50,2010-07-12,28,"2010",0,"A00-09",72,3113934,3113934
"831","2010-W29","Female","2009",51,2010-07-19,29,"2010",0,"A00-09",62,3113934,3104675
"832","2010-W30","Female","2009",52,2010-07-26,30,"2010",0,"A00-09",72,3113934,3095416
"833","2010-W31","Female","2010",1,2010-08-02,31,"2010",0,"A00-09",66,3067640,3086157
"834","2010-W32","Female","2010",2,2010-08-09,32,"2010",0,"A00-09",56,3067640,3076898
"835","2010-W33","Female","2010",3,2010-08-16,33,"2010",0,"A00-09",65,3067640,3067640
"836","2010-W34","Female","2010",4,2010-08-23,34,"2010",0,"A00-09",64,3067640,3067640
"837","2010-W35","Female","2010",5,2010-08-30,35,"2010",0,"A00-09",57,3067640,3067640
"838","2010-W36","Female","2010",6,2010-09-06,36,"2010",0,"A00-09",51,3067640,3067640
"839","2010-W37","Female","2010",7,2010-09-13,37,"2010",0,"A00-09",67,3067640,3067640
"840","2010-W38","Female","2010",8,2010-09-20,38,"2010",0,"A00-09",77,3067640,3067640
"841","2010-W39","Female","2010",9,2010-09-27,39,"2010",0,"A00-09",90,3067640,3067640
"842","2010-W40","Female","2010",10,2010-10-04,40,"2010",0,"A00-09",64,3067640,3067640
"843","2010-W41","Female","2010",11,2010-10-11,41,"2010",0,"A00-09",75,3067640,3067640
"844","2010-W42","Female","2010",12,2010-10-18,42,"2010",0,"A00-09",104,3067640,3067640
"845","2010-W43","Female","2010",13,2010-10-25,43,"2010",0,"A00-09",134,3067640,3067640
"846","2010-W44","Female","2010",14,2010-11-01,44,"2010",0,"A00-09",148,3067640,3067640
"847","2010-W45","Female","2010",15,2010-11-08,45,"2010",0,"A00-09",217,3067640,3067640
"848","2010-W46","Female","2010",16,2010-11-15,46,"2010",0,"A00-09",222,3067640,3067640
"849","2010-W47","Female","2010",17,2010-11-22,47,"2010",0,"A00-09",259,3067640,3067640
"850","2010-W48","Female","2010",18,2010-11-29,48,"2010",0,"A00-09",232,3067640,3067640
"851","2010-W49","Female","2010",19,2010-12-06,49,"2010",0,"A00-09",289,3067640,3067640
"852","2010-W50","Female","2010",20,2010-12-13,50,"2010",0,"A00-09",283,3067640,3067640
"853","2010-W51","Female","2010",21,2010-12-20,51,"2010",0,"A00-09",191,3067640,3067640
"854","2010-W52","Female","2010",22,2010-12-27,52,"2010",0,"A00-09",124,3067640,3067640
"855","2011-W01","Female","2010",23,2011-01-03,1,"2011",0,"A00-09",152,3067640,3067640
"856","2011-W02","Female","2010",24,2011-01-10,2,"2011",0,"A00-09",263,3067640,3067640
"857","2011-W03","Female","2010",25,2011-01-17,3,"2011",0,"A00-09",308,3067640,3067640
"858","2011-W04","Female","2010",26,2011-01-24,4,"2011",0,"A00-09",319,3067640,3067640
"859","2011-W05","Female","2010",27,2011-01-31,5,"2011",0,"A00-09",305,3067640,3067640
"860","2011-W06","Female","2010",28,2011-02-07,6,"2011",0,"A00-09",306,3067640,3067640
"861","2011-W07","Female","2010",29,2011-02-14,7,"2011",0,"A00-09",303,3067640,3067640
"862","2011-W08","Female","2010",30,2011-02-21,8,"2011",0,"A00-09",344,3067640,3067640
"863","2011-W09","Female","2010",31,2011-02-28,9,"2011",0,"A00-09",346,3067640,3067640
"864","2011-W10","Female","2010",32,2011-03-07,10,"2011",0,"A00-09",361,3067640,3067640
"865","2011-W11","Female","2010",33,2011-03-14,11,"2011",0,"A00-09",367,3067640,3067640
"866","2011-W12","Female","2010",34,2011-03-21,12,"2011",0,"A00-09",396,3067640,3067640
"867","2011-W13","Female","2010",35,2011-03-28,13,"2011",0,"A00-09",348,3067640,3067640
"868","2011-W14","Female","2010",36,2011-04-04,14,"2011",0,"A00-09",286,3067640,3067640
"869","2011-W15","Female","2010",37,2011-04-11,15,"2011",0,"A00-09",246,3067640,3067640
"870","2011-W16","Female","2010",38,2011-04-18,16,"2011",0,"A00-09",193,3067640,3067640
"871","2011-W17","Female","2010",39,2011-04-25,17,"2011",0,"A00-09",157,3067640,3067640
"872","2011-W18","Female","2010",40,2011-05-02,18,"2011",0,"A00-09",184,3067640,3067640
"873","2011-W19","Female","2010",41,2011-05-09,19,"2011",0,"A00-09",162,3067640,3067640
"874","2011-W20","Female","2010",42,2011-05-16,20,"2011",0,"A00-09",148,3067640,3067640
"875","2011-W21","Female","2010",43,2011-05-23,21,"2011",1,"A00-09",224,3067640,3067640
"876","2011-W22","Female","2010",44,2011-05-30,22,"2011",1,"A00-09",210,3067640,3067640
"877","2011-W23","Female","2010",45,2011-06-06,23,"2011",1,"A00-09",179,3067640,3067640
"878","2011-W24","Female","2010",46,2011-06-13,24,"2011",1,"A00-09",126,3067640,3067640
"879","2011-W25","Female","2010",47,2011-06-20,25,"2011",1,"A00-09",101,3067640,3067640
"880","2011-W26","Female","2010",48,2011-06-27,26,"2011",1,"A00-09",97,3067640,3067640
"881","2011-W27","Female","2010",49,2011-07-04,27,"2011",1,"A00-09",76,3067640,3067640
"882","2011-W28","Female","2010",50,2011-07-11,28,"2011",1,"A00-09",83,3067640,3067640
"883","2011-W29","Female","2010",51,2011-07-18,29,"2011",1,"A00-09",83,3067640,3060512
"884","2011-W30","Female","2010",52,2011-07-25,30,"2011",1,"A00-09",75,3067640,3053384
"885","2011-W31","Female","2011",1,2011-08-01,31,"2011",0,"A00-09",63,3032000,3046256
"886","2011-W32","Female","2011",2,2011-08-08,32,"2011",0,"A00-09",67,3032000,3039128
"887","2011-W33","Female","2011",3,2011-08-15,33,"2011",0,"A00-09",89,3032000,3032000
"888","2011-W34","Female","2011",4,2011-08-22,34,"2011",0,"A00-09",58,3032000,3032000
"889","2011-W35","Female","2011",5,2011-08-29,35,"2011",0,"A00-09",70,3032000,3032000
"890","2011-W36","Female","2011",6,2011-09-05,36,"2011",0,"A00-09",83,3032000,3032000
"891","2011-W37","Female","2011",7,2011-09-12,37,"2011",0,"A00-09",110,3032000,3032000
"892","2011-W38","Female","2011",8,2011-09-19,38,"2011",0,"A00-09",107,3032000,3032000
"893","2011-W39","Female","2011",9,2011-09-26,39,"2011",0,"A00-09",131,3032000,3032000
"894","2011-W40","Female","2011",10,2011-10-03,40,"2011",0,"A00-09",121,3032000,3032000
"895","2011-W41","Female","2011",11,2011-10-10,41,"2011",0,"A00-09",146,3032000,3032000
"896","2011-W42","Female","2011",12,2011-10-17,42,"2011",0,"A00-09",173,3032000,3032000
"897","2011-W43","Female","2011",13,2011-10-24,43,"2011",0,"A00-09",201,3032000,3032000
"898","2011-W44","Female","2011",14,2011-10-31,44,"2011",0,"A00-09",208,3032000,3032000
"899","2011-W45","Female","2011",15,2011-11-07,45,"2011",0,"A00-09",279,3032000,3032000
"900","2011-W46","Female","2011",16,2011-11-14,46,"2011",0,"A00-09",377,3032000,3032000
"901","2011-W47","Female","2011",17,2011-11-21,47,"2011",0,"A00-09",395,3032000,3032000
"902","2011-W48","Female","2011",18,2011-11-28,48,"2011",0,"A00-09",508,3032000,3032000
"903","2011-W49","Female","2011",19,2011-12-05,49,"2011",0,"A00-09",481,3032000,3032000
"904","2011-W50","Female","2011",20,2011-12-12,50,"2011",0,"A00-09",508,3032000,3032000
"905","2011-W51","Female","2011",21,2011-12-19,51,"2011",0,"A00-09",467,3032000,3032000
"906","2011-W52","Female","2011",22,2011-12-26,52,"2011",0,"A00-09",269,3032000,3032000
"907","2012-W01","Female","2011",23,2012-01-02,1,"2012",0,"A00-09",239,3032000,3032000
"908","2012-W02","Female","2011",24,2012-01-09,2,"2012",0,"A00-09",338,3032000,3032000
"909","2012-W03","Female","2011",25,2012-01-16,3,"2012",0,"A00-09",418,3032000,3032000
"910","2012-W04","Female","2011",26,2012-01-23,4,"2012",0,"A00-09",424,3032000,3032000
"911","2012-W05","Female","2011",27,2012-01-30,5,"2012",0,"A00-09",412,3032000,3032000
"912","2012-W06","Female","2011",28,2012-02-06,6,"2012",0,"A00-09",358,3032000,3032000
"913","2012-W07","Female","2011",29,2012-02-13,7,"2012",0,"A00-09",436,3032000,3032000
"914","2012-W08","Female","2011",30,2012-02-20,8,"2012",0,"A00-09",468,3032000,3032000
"915","2012-W09","Female","2011",31,2012-02-27,9,"2012",0,"A00-09",511,3032000,3032000
"916","2012-W10","Female","2011",32,2012-03-05,10,"2012",0,"A00-09",412,3032000,3032000
"917","2012-W11","Female","2011",33,2012-03-12,11,"2012",0,"A00-09",363,3032000,3032000
"918","2012-W12","Female","2011",34,2012-03-19,12,"2012",0,"A00-09",348,3032000,3032000
"919","2012-W13","Female","2011",35,2012-03-26,13,"2012",0,"A00-09",254,3032000,3032000
"920","2012-W14","Female","2011",36,2012-04-02,14,"2012",0,"A00-09",200,3032000,3032000
"921","2012-W15","Female","2011",37,2012-04-09,15,"2012",0,"A00-09",151,3032000,3032000
"922","2012-W16","Female","2011",38,2012-04-16,16,"2012",0,"A00-09",188,3032000,3032000
"923","2012-W17","Female","2011",39,2012-04-23,17,"2012",0,"A00-09",182,3032000,3032000
"924","2012-W18","Female","2011",40,2012-04-30,18,"2012",0,"A00-09",123,3032000,3032000
"925","2012-W19","Female","2011",41,2012-05-07,19,"2012",0,"A00-09",123,3032000,3032000
"926","2012-W20","Female","2011",42,2012-05-14,20,"2012",0,"A00-09",87,3032000,3032000
"927","2012-W21","Female","2011",43,2012-05-21,21,"2012",0,"A00-09",93,3032000,3032000
"928","2012-W22","Female","2011",44,2012-05-28,22,"2012",0,"A00-09",67,3032000,3032000
"929","2012-W23","Female","2011",45,2012-06-04,23,"2012",0,"A00-09",79,3032000,3032000
"930","2012-W24","Female","2011",46,2012-06-11,24,"2012",0,"A00-09",65,3032000,3032000
"931","2012-W25","Female","2011",47,2012-06-18,25,"2012",0,"A00-09",68,3032000,3032000
"932","2012-W26","Female","2011",48,2012-06-25,26,"2012",0,"A00-09",65,3032000,3032000
"933","2012-W27","Female","2011",49,2012-07-02,27,"2012",0,"A00-09",91,3032000,3032000
"934","2012-W28","Female","2011",50,2012-07-09,28,"2012",0,"A00-09",52,3032000,3032000
"935","2012-W29","Female","2011",51,2012-07-16,29,"2012",0,"A00-09",63,3032000,3029533
"936","2012-W30","Female","2011",52,2012-07-23,30,"2012",0,"A00-09",55,3032000,3027066
"937","2003-W31","Male","2003",1,2003-07-28,31,"2003",0,"A10-19",10,4717481,4734563
"938","2003-W32","Male","2003",2,2003-08-04,32,"2003",0,"A10-19",12,4717481,4726022
"939","2003-W33","Male","2003",3,2003-08-11,33,"2003",0,"A10-19",10,4717481,4717481
"940","2003-W34","Male","2003",4,2003-08-18,34,"2003",0,"A10-19",5,4717481,4717481
"941","2003-W35","Male","2003",5,2003-08-25,35,"2003",0,"A10-19",7,4717481,4717481
"942","2003-W36","Male","2003",6,2003-09-01,36,"2003",0,"A10-19",8,4717481,4717481
"943","2003-W37","Male","2003",7,2003-09-08,37,"2003",0,"A10-19",7,4717481,4717481
"944","2003-W38","Male","2003",8,2003-09-15,38,"2003",0,"A10-19",5,4717481,4717481
"945","2003-W39","Male","2003",9,2003-09-22,39,"2003",0,"A10-19",5,4717481,4717481
"946","2003-W40","Male","2003",10,2003-09-29,40,"2003",0,"A10-19",11,4717481,4717481
"947","2003-W41","Male","2003",11,2003-10-06,41,"2003",0,"A10-19",5,4717481,4717481
"948","2003-W42","Male","2003",12,2003-10-13,42,"2003",0,"A10-19",7,4717481,4717481
"949","2003-W43","Male","2003",13,2003-10-20,43,"2003",0,"A10-19",4,4717481,4717481
"950","2003-W44","Male","2003",14,2003-10-27,44,"2003",0,"A10-19",5,4717481,4717481
"951","2003-W45","Male","2003",15,2003-11-03,45,"2003",0,"A10-19",4,4717481,4717481
"952","2003-W46","Male","2003",16,2003-11-10,46,"2003",0,"A10-19",10,4717481,4717481
"953","2003-W47","Male","2003",17,2003-11-17,47,"2003",0,"A10-19",8,4717481,4717481
"954","2003-W48","Male","2003",18,2003-11-24,48,"2003",0,"A10-19",5,4717481,4717481
"955","2003-W49","Male","2003",19,2003-12-01,49,"2003",0,"A10-19",8,4717481,4717481
"956","2003-W50","Male","2003",20,2003-12-08,50,"2003",0,"A10-19",4,4717481,4717481
"957","2003-W51","Male","2003",21,2003-12-15,51,"2003",0,"A10-19",11,4717481,4717481
"958","2003-W52","Male","2003",22,2003-12-22,52,"2003",0,"A10-19",2,4717481,4717481
"959","2004-W01","Male","2003",23,2003-12-29,1,"2004",0,"A10-19",1,4717481,4717481
"960","2004-W02","Male","2003",24,2004-01-05,2,"2004",0,"A10-19",3,4717481,4717481
"961","2004-W03","Male","2003",25,2004-01-12,3,"2004",0,"A10-19",7,4717481,4717481
"962","2004-W04","Male","2003",26,2004-01-19,4,"2004",0,"A10-19",8,4717481,4717481
"963","2004-W05","Male","2003",27,2004-01-26,5,"2004",0,"A10-19",15,4717481,4717481
"964","2004-W06","Male","2003",28,2004-02-02,6,"2004",0,"A10-19",18,4717481,4717481
"965","2004-W07","Male","2003",29,2004-02-09,7,"2004",0,"A10-19",13,4717481,4717481
"966","2004-W08","Male","2003",30,2004-02-16,8,"2004",0,"A10-19",18,4717481,4717481
"967","2004-W09","Male","2003",31,2004-02-23,9,"2004",0,"A10-19",18,4717481,4717481
"968","2004-W10","Male","2003",32,2004-03-01,10,"2004",0,"A10-19",24,4717481,4717481
"969","2004-W11","Male","2003",33,2004-03-08,11,"2004",0,"A10-19",21,4717481,4717481
"970","2004-W12","Male","2003",34,2004-03-15,12,"2004",0,"A10-19",29,4717481,4717481
"971","2004-W13","Male","2003",35,2004-03-22,13,"2004",0,"A10-19",24,4717481,4717481
"972","2004-W14","Male","2003",36,2004-03-29,14,"2004",0,"A10-19",18,4717481,4717481
"973","2004-W15","Male","2003",37,2004-04-05,15,"2004",0,"A10-19",18,4717481,4717481
"974","2004-W16","Male","2003",38,2004-04-12,16,"2004",0,"A10-19",11,4717481,4717481
"975","2004-W17","Male","2003",39,2004-04-19,17,"2004",0,"A10-19",16,4717481,4717481
"976","2004-W18","Male","2003",40,2004-04-26,18,"2004",0,"A10-19",13,4717481,4717481
"977","2004-W19","Male","2003",41,2004-05-03,19,"2004",0,"A10-19",20,4717481,4717481
"978","2004-W20","Male","2003",42,2004-05-10,20,"2004",0,"A10-19",11,4717481,4717481
"979","2004-W21","Male","2003",43,2004-05-17,21,"2004",0,"A10-19",12,4717481,4717481
"980","2004-W22","Male","2003",44,2004-05-24,22,"2004",0,"A10-19",11,4717481,4717481
"981","2004-W23","Male","2003",45,2004-05-31,23,"2004",0,"A10-19",12,4717481,4717481
"982","2004-W24","Male","2003",46,2004-06-07,24,"2004",0,"A10-19",17,4717481,4717481
"983","2004-W25","Male","2003",47,2004-06-14,25,"2004",0,"A10-19",14,4717481,4717481
"984","2004-W26","Male","2003",48,2004-06-21,26,"2004",0,"A10-19",19,4717481,4717481
"985","2004-W27","Male","2003",49,2004-06-28,27,"2004",0,"A10-19",14,4717481,4717481
"986","2004-W28","Male","2003",50,2004-07-05,28,"2004",0,"A10-19",10,4717481,4717481
"987","2004-W29","Male","2003",51,2004-07-12,29,"2004",0,"A10-19",9,4717481,4705654
"988","2004-W30","Male","2003",52,2004-07-19,30,"2004",0,"A10-19",9,4717481,4693828
"989","2004-W31","Male","2004",1,2004-07-26,31,"2004",0,"A10-19",16,4658349,4682001
"990","2004-W32","Male","2004",2,2004-08-02,32,"2004",0,"A10-19",11,4658349,4670175
"991","2004-W33","Male","2004",3,2004-08-09,33,"2004",0,"A10-19",27,4658349,4658349
"992","2004-W34","Male","2004",4,2004-08-16,34,"2004",0,"A10-19",22,4658349,4658349
"993","2004-W35","Male","2004",5,2004-08-23,35,"2004",0,"A10-19",17,4658349,4658349
"994","2004-W36","Male","2004",6,2004-08-30,36,"2004",0,"A10-19",11,4658349,4658349
"995","2004-W37","Male","2004",7,2004-09-06,37,"2004",0,"A10-19",15,4658349,4658349
"996","2004-W38","Male","2004",8,2004-09-13,38,"2004",0,"A10-19",17,4658349,4658349
"997","2004-W39","Male","2004",9,2004-09-20,39,"2004",0,"A10-19",19,4658349,4658349
"998","2004-W40","Male","2004",10,2004-09-27,40,"2004",0,"A10-19",25,4658349,4658349
